"county","state","home_affordability","cum_county","cum_home_affordability"
"Wright","Iowa","1","88.28%","97.02%"
"Calhoun","Arkansas","1","88.32%","97.04%"
"Stephens","Oklahoma","1","88.35%","97.05%"
"Doddridge","West Virginia","1","88.38%","97.07%"
"Woodward","Oklahoma","1","88.41%","97.09%"
"Tazewell","Illinois","1","88.44%","97.11%"
"Woodson","Kansas","1","88.47%","97.13%"
"Fayette","West Virginia","1","88.5%","97.14%"
"Webster","Kentucky","1","88.53%","97.16%"
"Calhoun","Iowa","1","88.56%","97.18%"
"Dunklin","Missouri","1","88.59%","97.2%"
"New Madrid","Missouri","1","88.62%","97.21%"
"Peoria","Illinois","1","88.66%","97.23%"
"Montgomery","Iowa","1","88.69%","97.25%"
"Fillmore","Nebraska","1","88.72%","97.27%"
"Logan","Kansas","1","88.75%","97.28%"
"Lee","Iowa","1","88.78%","97.3%"
"Childress","Texas","1","88.81%","97.32%"
"McDonough","Illinois","1","88.84%","97.34%"
"Clinch","Georgia","1","88.87%","97.35%"
"Emmet","Iowa","1","88.9%","97.37%"
"Ballard","Kentucky","1","88.93%","97.39%"
"Hodgeman","Kansas","1","88.96%","97.41%"
"McHenry","North Dakota","1","89%","97.42%"
"Carson","Texas","1","89.03%","97.44%"
"Chattahoochee","Georgia","1","89.06%","97.46%"
"Clark","Illinois","1","89.09%","97.48%"
"Coahoma","Mississippi","1","89.12%","97.49%"
"Dewey","Oklahoma","1","89.15%","97.51%"
"Stanton","Kansas","1","89.18%","97.53%"
"McLean","Kentucky","1","89.21%","97.54%"
"Clarion","Pennsylvania","1","89.24%","97.56%"
"Traverse","Minnesota","1","89.27%","97.58%"
"Norton","Kansas","1","89.3%","97.6%"
"Hettinger","North Dakota","1","89.34%","97.61%"
"Allegany","New York","1","89.37%","97.63%"
"Clay","Nebraska","1","89.4%","97.65%"
"Richardson","Nebraska","1","89.43%","97.66%"
"Kiowa","Kansas","1","89.46%","97.68%"
"Wapello","Iowa","1","89.49%","97.7%"
"Buchanan","Virginia","1","89.52%","97.71%"
"Louisa","Iowa","1","89.55%","97.73%"
"Grant","Kansas","1","89.58%","97.75%"
"Haskell","Texas","1","89.61%","97.77%"
"Logan","Illinois","1","89.64%","97.78%"
"Jefferson","Pennsylvania","1","89.68%","97.8%"
"Whiteside","Illinois","1","89.71%","97.82%"
"Kay","Oklahoma","1","89.74%","97.83%"
"Mercer","Missouri","1","89.77%","97.85%"
"Washington","Illinois","1","89.8%","97.87%"
"Logan","West Virginia","1","89.83%","97.88%"
"Ouachita","Arkansas","1","89.86%","97.9%"
"Duval","Texas","1","89.89%","97.92%"
"Macoupin","Illinois","1","89.92%","97.93%"
"Livingston","Illinois","1","89.95%","97.95%"
"Ellis","Oklahoma","1","89.98%","97.97%"
"Montgomery","Illinois","1","90.02%","97.98%"
"Covington city","Virginia","1","90.05%","98%"
"Emmons","North Dakota","1","90.08%","98.02%"
"Moultrie","Illinois","1","90.11%","98.03%"
"Noble","Oklahoma","1","90.14%","98.05%"
"Schuylkill","Pennsylvania","1","90.17%","98.07%"
"Randolph","Illinois","1","90.2%","98.08%"
"De Witt","Illinois","1","90.23%","98.1%"
"Knox","Illinois","1","90.26%","98.12%"
"Ottawa","Kansas","1","90.29%","98.13%"
"Jefferson","Arkansas","1","90.32%","98.15%"
"Garfield","Oklahoma","1","90.36%","98.17%"
"Republic","Kansas","1","90.39%","98.18%"
"Greeley","Kansas","1","90.42%","98.2%"
"Cameron","Pennsylvania","1","90.45%","98.22%"
"Harrison","Missouri","1","90.48%","98.23%"
"Lamb","Texas","1","90.51%","98.25%"
"Edwards","Illinois","1","90.54%","98.27%"
"Cherokee","Kansas","1","90.57%","98.28%"
"St. Francis","Arkansas","1","90.6%","98.3%"
"Cowley","Kansas","1","90.63%","98.31%"
"Bureau","Illinois","1","90.66%","98.33%"
"Webster","West Virginia","1","90.7%","98.35%"
"Jewell","Kansas","1","90.73%","98.36%"
"Scotland","Missouri","1","90.76%","98.38%"
"Decatur","Kansas","1","90.79%","98.4%"
"Crawford","Illinois","1","90.82%","98.41%"
"Doniphan","Kansas","1","90.85%","98.43%"
"Floyd","Texas","1","90.88%","98.44%"
"Calhoun","Illinois","1","90.91%","98.46%"
"Taylor","Iowa","1","90.94%","98.48%"
"McKean","Pennsylvania","1","90.97%","98.49%"
"Gentry","Missouri","1","91%","98.51%"
"Webster","Nebraska","1","91.04%","98.52%"
"Fulton","Illinois","1","91.07%","98.54%"
"Elk","Pennsylvania","1","91.1%","98.56%"
"Marshall","Kansas","1","91.13%","98.57%"
"Collingsworth","Texas","1","91.16%","98.59%"
"Caddo","Oklahoma","1","91.19%","98.6%"
"Hutchinson","Texas","1","91.22%","98.62%"
"Mississippi","Arkansas","1","91.25%","98.63%"
"Twiggs","Georgia","1","91.28%","98.65%"
"Washington","Mississippi","1","91.31%","98.67%"
"Marion","Illinois","1","91.34%","98.68%"
"Burke","North Dakota","1","91.38%","98.7%"
"Barton","Kansas","1","91.41%","98.71%"
"Rawlins","Kansas","1","91.44%","98.73%"
"Mingo","West Virginia","1","91.47%","98.74%"
"Tyler","West Virginia","1","91.5%","98.76%"
"Christian","Illinois","1","91.53%","98.77%"
"Trego","Kansas","1","91.56%","98.79%"
"Neosho","Kansas","1","91.59%","98.8%"
"Harlan","Kentucky","1","91.62%","98.82%"
"Morgan","Illinois","1","91.65%","98.84%"
"Lane","Kansas","1","91.68%","98.85%"
"Perry","Illinois","1","91.72%","98.87%"
"Russell","Kansas","1","91.75%","98.88%"
"Towner","North Dakota","1","91.78%","98.9%"
"Pratt","Kansas","1","91.81%","98.91%"
"Kinney","Texas","1","91.84%","98.93%"
"Wheeler","Texas","1","91.87%","98.94%"
"Douglas","Illinois","1","91.9%","98.96%"
"Boone","West Virginia","1","91.93%","98.97%"
"Bourbon","Kansas","1","91.96%","98.99%"
"Massac","Illinois","1","91.99%","99%"
"Morton","Kansas","1","92.02%","99.02%"
"Marshall","Illinois","1","92.06%","99.03%"
"Grant","Oklahoma","1","92.09%","99.05%"
"Henderson","Illinois","1","92.12%","99.06%"
"Cloud","Kansas","1","92.15%","99.08%"
"Kiowa","Oklahoma","1","92.18%","99.09%"
"Fisher","Texas","1","92.21%","99.1%"
"Pocahontas","Iowa","1","92.24%","99.12%"
"Gray","Texas","1","92.27%","99.13%"
"Ellsworth","Kansas","1","92.3%","99.15%"
"Clay","Illinois","1","92.33%","99.16%"
"Macon","Illinois","1","92.36%","99.18%"
"Rooks","Kansas","1","92.4%","99.19%"
"Jackson","Oklahoma","1","92.43%","99.21%"
"Blaine","Oklahoma","1","92.46%","99.22%"
"Jefferson","Oklahoma","1","92.49%","99.24%"
"Montgomery","Kansas","1","92.52%","99.25%"
"Phillips","Kansas","1","92.55%","99.26%"
"Greene","Illinois","1","92.58%","99.28%"
"Bailey","Texas","1","92.61%","99.29%"
"Graham","Kansas","1","92.64%","99.31%"
"Labette","Kansas","1","92.67%","99.32%"
"Crosby","Texas","1","92.7%","99.34%"
"Calhoun","Georgia","1","92.74%","99.35%"
"Woodruff","Arkansas","1","92.77%","99.37%"
"Pike","Illinois","1","92.8%","99.38%"
"Sullivan","Missouri","1","92.83%","99.39%"
"Hancock","Illinois","1","92.86%","99.41%"
"Allen","Kansas","1","92.89%","99.42%"
"Winkler","Texas","1","92.92%","99.44%"
"Wilson","Kansas","1","92.95%","99.45%"
"Crockett","Texas","1","92.98%","99.46%"
"Gallatin","Illinois","1","93.01%","99.48%"
"Edgar","Illinois","1","93.04%","99.49%"
"Cochran","Texas","1","93.08%","99.51%"
"Lawrence","Illinois","1","93.11%","99.52%"
"Mason","Illinois","1","93.14%","99.53%"
"Saline","Illinois","1","93.17%","99.55%"
"Warren","Illinois","1","93.2%","99.56%"
"Meade","Kansas","1","93.23%","99.57%"
"Hardin","Illinois","1","93.26%","99.59%"
"Phillips","Arkansas","1","93.29%","99.6%"
"Vermilion","Illinois","1","93.32%","99.61%"
"Cotton","Oklahoma","1","93.35%","99.63%"
"Cottle","Texas","1","93.38%","99.64%"
"Washita","Oklahoma","1","93.42%","99.65%"
"Smith","Kansas","1","93.45%","99.67%"
"Rice","Kansas","1","93.48%","99.68%"
"Alexander","Illinois","1","93.51%","99.69%"
"Comanche","Kansas","1","93.54%","99.7%"
"Stafford","Kansas","1","93.57%","99.72%"
"Nuckolls","Nebraska","1","93.6%","99.73%"
"Edwards","Kansas","1","93.63%","99.74%"
"Chautauqua","Kansas","1","93.66%","99.75%"
"Greenwood","Kansas","1","93.69%","99.77%"
"Bertie","North Carolina","1","93.72%","99.78%"
"McDowell","West Virginia","1","93.76%","99.79%"
"Harper","Kansas","1","93.79%","99.8%"
"Hardeman","Texas","1","93.82%","99.82%"
"Cass","Illinois","1","93.85%","99.83%"
"Scott","Illinois","1","93.88%","99.84%"
"Ness","Kansas","1","93.91%","99.85%"
"Clark","Kansas","1","93.94%","99.86%"
"Alfalfa","Oklahoma","1","93.97%","99.87%"
"Grundy","Missouri","1","94%","99.88%"
"Pawnee","Kansas","1","94.03%","99.9%"
"Cimarron","Oklahoma","1","94.06%","99.91%"
"Osborne","Kansas","1","94.1%","99.92%"
"Elk","Kansas","1","94.13%","99.93%"
"Tillman","Oklahoma","1","94.16%","99.94%"
"Barber","Kansas","1","94.19%","99.95%"
"Rush","Kansas","1","94.22%","99.96%"
"Wyoming","West Virginia","1","94.25%","99.97%"
"Harper","Oklahoma","1","94.28%","99.98%"
"Greer","Oklahoma","1","94.31%","99.99%"
"Harmon","Oklahoma","1","94.34%","100%"
"Aleutians East Borough","Alaska","NA","94.37%","NA%"
"Aleutians West Census Area","Alaska","NA","94.4%","NA%"
"Bethel Census Area","Alaska","NA","94.44%","NA%"
"Bristol Bay Borough","Alaska","NA","94.47%","NA%"
"Chugach Census Area","Alaska","NA","94.5%","NA%"
"Copper River Census Area","Alaska","NA","94.53%","NA%"
"Denali Borough","Alaska","NA","94.56%","NA%"
"Dillingham Census Area","Alaska","NA","94.59%","NA%"
"Hoonah-Angoon Census Area","Alaska","NA","94.62%","NA%"
"Kusilvak Census Area","Alaska","NA","94.65%","NA%"
"Lake and Peninsula Borough","Alaska","NA","94.68%","NA%"
"Nome Census Area","Alaska","NA","94.71%","NA%"
"Northwest Arctic Borough","Alaska","NA","94.74%","NA%"
"Prince of Wales-Hyder Census Area","Alaska","NA","94.78%","NA%"
"Skagway Municipality","Alaska","NA","94.81%","NA%"
"Yakutat City and Borough","Alaska","NA","94.84%","NA%"
"Yukon-Koyukuk Census Area","Alaska","NA","94.87%","NA%"
"Nevada","Arkansas","NA","94.9%","NA%"
"Baca","Colorado","NA","94.93%","NA%"
"Jackson","Colorado","NA","94.96%","NA%"
"Capitol Planning Region","Connecticut","NA","94.99%","NA%"
"Greater Bridgeport Planning Region","Connecticut","NA","95.02%","NA%"
"Lower Connecticut River Valley Planning Region","Connecticut","NA","95.05%","NA%"
"Naugatuck Valley Planning Region","Connecticut","NA","95.09%","NA%"
"Northeastern Connecticut Planning Region","Connecticut","NA","95.12%","NA%"
"Northwest Hills Planning Region","Connecticut","NA","95.15%","NA%"
"South Central Connecticut Planning Region","Connecticut","NA","95.18%","NA%"
"Southeastern Connecticut Planning Region","Connecticut","NA","95.21%","NA%"
"Western Connecticut Planning Region","Connecticut","NA","95.24%","NA%"
"Kalawao","Hawaii","NA","95.27%","NA%"
"Butte","Idaho","NA","95.3%","NA%"
"East Carroll Parish","Louisiana","NA","95.33%","NA%"
"Madison Parish","Louisiana","NA","95.36%","NA%"
"Issaquena","Mississippi","NA","95.39%","NA%"
"Quitman","Mississippi","NA","95.43%","NA%"
"Holt","Missouri","NA","95.46%","NA%"
"Worth","Missouri","NA","95.49%","NA%"
"Arthur","Nebraska","NA","95.52%","NA%"
"Blaine","Nebraska","NA","95.55%","NA%"
"Grant","Nebraska","NA","95.58%","NA%"
"Logan","Nebraska","NA","95.61%","NA%"
"Loup","Nebraska","NA","95.64%","NA%"
"Thomas","Nebraska","NA","95.67%","NA%"
"Esmeralda","Nevada","NA","95.7%","NA%"
"Guadalupe","New Mexico","NA","95.73%","NA%"
"Harding","New Mexico","NA","95.77%","NA%"
"Hidalgo","New Mexico","NA","95.8%","NA%"
"Mora","New Mexico","NA","95.83%","NA%"
"Billings","North Dakota","NA","95.86%","NA%"
"Divide","North Dakota","NA","95.89%","NA%"
"Grant","North Dakota","NA","95.92%","NA%"
"Griggs","North Dakota","NA","95.95%","NA%"
"Logan","North Dakota","NA","95.98%","NA%"
"McIntosh","North Dakota","NA","96.01%","NA%"
"Pierce","North Dakota","NA","96.04%","NA%"
"Rolette","North Dakota","NA","96.07%","NA%"
"Sioux","North Dakota","NA","96.11%","NA%"
"Slope","North Dakota","NA","96.14%","NA%"
"Steele","North Dakota","NA","96.17%","NA%"
"Aurora","South Dakota","NA","96.2%","NA%"
"Bennett","South Dakota","NA","96.23%","NA%"
"Buffalo","South Dakota","NA","96.26%","NA%"
"Dewey","South Dakota","NA","96.29%","NA%"
"Douglas","South Dakota","NA","96.32%","NA%"
"Faulk","South Dakota","NA","96.35%","NA%"
"Gregory","South Dakota","NA","96.38%","NA%"
"Haakon","South Dakota","NA","96.41%","NA%"
"Hanson","South Dakota","NA","96.45%","NA%"
"Hyde","South Dakota","NA","96.48%","NA%"
"Jones","South Dakota","NA","96.51%","NA%"
"Lyman","South Dakota","NA","96.54%","NA%"
"McPherson","South Dakota","NA","96.57%","NA%"
"Mellette","South Dakota","NA","96.6%","NA%"
"Oglala Lakota","South Dakota","NA","96.63%","NA%"
"Potter","South Dakota","NA","96.66%","NA%"
"Sully","South Dakota","NA","96.69%","NA%"
"Todd","South Dakota","NA","96.72%","NA%"
"Ziebach","South Dakota","NA","96.75%","NA%"
"Borden","Texas","NA","96.79%","NA%"
"Edwards","Texas","NA","96.82%","NA%"
"Hudspeth","Texas","NA","96.85%","NA%"
"Kenedy","Texas","NA","96.88%","NA%"
"Kent","Texas","NA","96.91%","NA%"
"King","Texas","NA","96.94%","NA%"
"Loving","Texas","NA","96.97%","NA%"
"McMullen","Texas","NA","97%","NA%"
"Oldham","Texas","NA","97.03%","NA%"
"Roberts","Texas","NA","97.06%","NA%"
"Schleicher","Texas","NA","97.09%","NA%"
"Daggett","Utah","NA","97.13%","NA%"
"Emery","Utah","NA","97.16%","NA%"
"Piute","Utah","NA","97.19%","NA%"
"Adjuntas Municipio","Puerto Rico","NA","97.22%","NA%"
"Aguada Municipio","Puerto Rico","NA","97.25%","NA%"
"Aguadilla Municipio","Puerto Rico","NA","97.28%","NA%"
"Aguas Buenas Municipio","Puerto Rico","NA","97.31%","NA%"
"Aibonito Municipio","Puerto Rico","NA","97.34%","NA%"
"Añasco Municipio","Puerto Rico","NA","97.37%","NA%"
"Arecibo Municipio","Puerto Rico","NA","97.4%","NA%"
"Arroyo Municipio","Puerto Rico","NA","97.43%","NA%"
"Barceloneta Municipio","Puerto Rico","NA","97.47%","NA%"
"Barranquitas Municipio","Puerto Rico","NA","97.5%","NA%"
"Bayamón Municipio","Puerto Rico","NA","97.53%","NA%"
"Cabo Rojo Municipio","Puerto Rico","NA","97.56%","NA%"
"Caguas Municipio","Puerto Rico","NA","97.59%","NA%"
"Camuy Municipio","Puerto Rico","NA","97.62%","NA%"
"Canóvanas Municipio","Puerto Rico","NA","97.65%","NA%"
"Carolina Municipio","Puerto Rico","NA","97.68%","NA%"
"Cataño Municipio","Puerto Rico","NA","97.71%","NA%"
"Cayey Municipio","Puerto Rico","NA","97.74%","NA%"
"Ceiba Municipio","Puerto Rico","NA","97.77%","NA%"
"Ciales Municipio","Puerto Rico","NA","97.81%","NA%"
"Cidra Municipio","Puerto Rico","NA","97.84%","NA%"
"Coamo Municipio","Puerto Rico","NA","97.87%","NA%"
"Comerío Municipio","Puerto Rico","NA","97.9%","NA%"
"Corozal Municipio","Puerto Rico","NA","97.93%","NA%"
"Culebra Municipio","Puerto Rico","NA","97.96%","NA%"
"Dorado Municipio","Puerto Rico","NA","97.99%","NA%"
"Fajardo Municipio","Puerto Rico","NA","98.02%","NA%"
"Florida Municipio","Puerto Rico","NA","98.05%","NA%"
"Guánica Municipio","Puerto Rico","NA","98.08%","NA%"
"Guayama Municipio","Puerto Rico","NA","98.11%","NA%"
"Guayanilla Municipio","Puerto Rico","NA","98.15%","NA%"
"Guaynabo Municipio","Puerto Rico","NA","98.18%","NA%"
"Gurabo Municipio","Puerto Rico","NA","98.21%","NA%"
"Hatillo Municipio","Puerto Rico","NA","98.24%","NA%"
"Hormigueros Municipio","Puerto Rico","NA","98.27%","NA%"
"Humacao Municipio","Puerto Rico","NA","98.3%","NA%"
"Isabela Municipio","Puerto Rico","NA","98.33%","NA%"
"Jayuya Municipio","Puerto Rico","NA","98.36%","NA%"
"Juana Díaz Municipio","Puerto Rico","NA","98.39%","NA%"
"Juncos Municipio","Puerto Rico","NA","98.42%","NA%"
"Lajas Municipio","Puerto Rico","NA","98.45%","NA%"
"Lares Municipio","Puerto Rico","NA","98.49%","NA%"
"Las Marías Municipio","Puerto Rico","NA","98.52%","NA%"
"Las Piedras Municipio","Puerto Rico","NA","98.55%","NA%"
"Loíza Municipio","Puerto Rico","NA","98.58%","NA%"
"Luquillo Municipio","Puerto Rico","NA","98.61%","NA%"
"Manatí Municipio","Puerto Rico","NA","98.64%","NA%"
"Maricao Municipio","Puerto Rico","NA","98.67%","NA%"
"Maunabo Municipio","Puerto Rico","NA","98.7%","NA%"
"Mayagüez Municipio","Puerto Rico","NA","98.73%","NA%"
"Moca Municipio","Puerto Rico","NA","98.76%","NA%"
"Morovis Municipio","Puerto Rico","NA","98.79%","NA%"
"Naguabo Municipio","Puerto Rico","NA","98.83%","NA%"
"Naranjito Municipio","Puerto Rico","NA","98.86%","NA%"
"Orocovis Municipio","Puerto Rico","NA","98.89%","NA%"
"Patillas Municipio","Puerto Rico","NA","98.92%","NA%"
"Peñuelas Municipio","Puerto Rico","NA","98.95%","NA%"
"Ponce Municipio","Puerto Rico","NA","98.98%","NA%"
"Quebradillas Municipio","Puerto Rico","NA","99.01%","NA%"
"Rincón Municipio","Puerto Rico","NA","99.04%","NA%"
"Río Grande Municipio","Puerto Rico","NA","99.07%","NA%"
"Sabana Grande Municipio","Puerto Rico","NA","99.1%","NA%"
"Salinas Municipio","Puerto Rico","NA","99.13%","NA%"
"San Germán Municipio","Puerto Rico","NA","99.17%","NA%"
"San Juan Municipio","Puerto Rico","NA","99.2%","NA%"
"San Lorenzo Municipio","Puerto Rico","NA","99.23%","NA%"
"San Sebastián Municipio","Puerto Rico","NA","99.26%","NA%"
"Santa Isabel Municipio","Puerto Rico","NA","99.29%","NA%"
"Toa Alta Municipio","Puerto Rico","NA","99.32%","NA%"
"Toa Baja Municipio","Puerto Rico","NA","99.35%","NA%"
"Trujillo Alto Municipio","Puerto Rico","NA","99.38%","NA%"
"Utuado Municipio","Puerto Rico","NA","99.41%","NA%"
"Vega Alta Municipio","Puerto Rico","NA","99.44%","NA%"
"Vega Baja Municipio","Puerto Rico","NA","99.47%","NA%"
"Vieques Municipio","Puerto Rico","NA","99.51%","NA%"
"Villalba Municipio","Puerto Rico","NA","99.54%","NA%"
"Yabucoa Municipio","Puerto Rico","NA","99.57%","NA%"
"Yauco Municipio","Puerto Rico","NA","99.6%","NA%"
